station_name X Y Z dish_dia el_low el_high SEFD altitude
A0187 -2038505.6624522759 -4485480.06751583 4039504.519639407 5.0 15.0 85.0 110.0 5000.0
A0188 -2036684.5766842668 -4486581.236625864 4039197.785312878 5.0 15.0 85.0 110.0 5000.0
A0189 -2035971.6767662345 -4483826.154458268 4042622.6967631057 5.0 15.0 85.0 110.0 5000.0
A0190 -2038665.8730173358 -4484503.018833134 4040514.913912889 5.0 15.0 85.0 110.0 5000.0
A0191 -2035898.2548142301 -4483868.7214893075 4042612.279217607 5.0 15.0 85.0 110.0 5000.0
A0192 -2038696.1272096734 -4484664.924938123 4040317.861012257 5.0 15.0 85.0 110.0 5000.0
A0193 -2038511.5522455487 -4485532.153213155 4039444.300186247 5.0 15.0 85.0 110.0 5000.0
A0194 -2038663.2258096917 -4485165.837180862 4039775.240426726 5.0 15.0 85.0 110.0 5000.0
A0195 -2035227.026856573 -4485826.556861678 4040779.5439049713 5.0 15.0 85.0 110.0 5000.0
A0196 -2038479.0128521046 -4484105.607393286 4041052.8287877506 5.0 15.0 85.0 110.0 5000.0
A0197 -2035677.4158912303 -4486349.708627457 4039966.964185425 5.0 15.0 85.0 110.0 5000.0
A0198 -2038167.5888072676 -4483712.439880352 4041642.1463570036 5.0 15.0 85.0 110.0 5000.0
A0199 -2038157.868884818 -4486017.663777972 4039082.0696011037 5.0 15.0 85.0 110.0 5000.0
A0200 -2037834.2316499527 -4483499.503747567 4042046.0987459277 5.0 15.0 85.0 110.0 5000.0
A0201 -2035249.4979474088 -4484519.651763139 4042216.744182915 5.0 15.0 85.0 110.0 5000.0
A0202 -2036313.5263521362 -4483551.2564436495 4042756.354734903 5.0 15.0 85.0 110.0 5000.0
A0203 -2036911.9072121158 -4486654.522889351 4039000.9777628733 5.0 15.0 85.0 110.0 5000.0
A0204 -2038787.9264270088 -4484580.232821308 4040365.9795349347 5.0 15.0 85.0 110.0 5000.0
A0205 -2035329.7393303604 -4486147.862790605 4040369.107437612 5.0 15.0 85.0 110.0 5000.0
A0206 -2035390.840546457 -4484224.3540176 4042472.6124477834 5.0 15.0 85.0 110.0 5000.0
A0207 -2038693.8049961247 -4485354.961060911 4039548.5164465127 5.0 15.0 85.0 110.0 5000.0
A0208 -2035030.2693650078 -4484985.179421659 4041809.776480126 5.0 15.0 85.0 110.0 5000.0
A0209 -2038432.4504363555 -4485817.407876017 4039165.9638731154 5.0 15.0 85.0 110.0 5000.0
A0210 -2038812.2939948852 -4484927.0018794695 4039966.0952389 5.0 15.0 85.0 110.0 5000.0
A0211 -2038156.4750660849 -4486120.164758182 4038968.5703684427 5.0 15.0 85.0 110.0 5000.0
A0212 -2038750.2923864268 -4484308.176619443 4040693.602570389 5.0 15.0 85.0 110.0 5000.0
A0213 -2035269.73340078 -4486115.720732885 4040437.429985468 5.0 15.0 85.0 110.0 5000.0
A0214 -2037875.7008291187 -4483451.539390313 4042078.7367412844 5.0 15.0 85.0 110.0 5000.0
A0215 -2038150.0134237788 -4486137.559323432 4038952.366917451 5.0 15.0 85.0 110.0 5000.0
A0216 -2035602.8310358569 -4486428.432634249 4039917.440274642 5.0 15.0 85.0 110.0 5000.0
A0217 -2035067.5563624753 -4484760.934105342 4042042.8957844325 5.0 15.0 85.0 110.0 5000.0
A0218 -2037831.060491516 -4486371.347169204 4038852.666413356 5.0 15.0 85.0 110.0 5000.0
A0219 -2036694.3943470616 -4483362.562912964 4042773.3381368765 5.0 15.0 85.0 110.0 5000.0
A0220 -2034984.4547922288 -4485045.966841029 4041766.4409499876 5.0 15.0 85.0 110.0 5000.0
A0221 -2038845.5527954455 -4484914.720312599 4039962.9240190047 5.0 15.0 85.0 110.0 5000.0
A0222 -2035638.741954925 -4483907.760908545 4042701.9461205853 5.0 15.0 85.0 110.0 5000.0
A0223 -2036582.9835449047 -4483413.822695419 4042772.340322189 5.0 15.0 85.0 110.0 5000.0
A0224 -2036346.011302186 -4483463.505861281 4042837.841607617 5.0 15.0 85.0 110.0 5000.0
A0225 -2038617.419017976 -4483946.414996331 4041158.9349390287 5.0 15.0 85.0 110.0 5000.0
A0226 -2038816.9045172932 -4484338.731166134 4040624.4054083764 5.0 15.0 85.0 110.0 5000.0
A0227 -2035202.2906335276 -4486110.5492584165 4040477.273861343 5.0 15.0 85.0 110.0 5000.0
A0228 -2035505.5397413776 -4486424.493690313 4039970.5078108846 5.0 15.0 85.0 110.0 5000.0
A0229 -2035433.273258417 -4484062.371548048 4042629.8645985695 5.0 15.0 85.0 110.0 5000.0
